[Offre],TROTTINETTE BLUNT PRODIGY S5,01/08,"Trottinette freestyle blunt prodigy s5, sortie en 2017.
2 pegs à droite,
 elle n'est pas custom.
 Révision complète il y a 2 semaines chez nouméa board shop
Contactez moi via le site ou 847614",20 000 F cfp,http://www.annonces.nc/photos.annonces.nc/20186/_thumbs/o_1cf9c2j401afsubj1j5s9pt1p17p.jpg,http://www.annonces.nc/photos.annonces.nc/20186/_thumbs/o_1cf9c40nn7t0bbg1ntp1lip1sph1f.jpg
[Offre],TROTTINETTE BLUNT PRODIGY S5,01/08,"Trottinette freestyle blunt prodigy s5, sortie en 2017.
2 pegs à droite,
 elle n'est pas custom.
 Révision complète il y a 2 semaines chez nouméa board shop
Contactez moi via le site ou 847614",20 000 F cfp,http://www.annonces.nc/photos.annonces.nc/20186/_thumbs/o_1cf9c2j401afsubj1j5s9pt1p17p.jpg,http://www.annonces.nc/photos.annonces.nc/20186/_thumbs/o_1cf9c40nn7t0bbg1ntp1lip1sph1f.jpg
