category,product_type,description,title,url,price,date,thumbnails
technologie,[Offre],"Bonjour,
Vends ordinateur de marque Samsung de couleur blanc, Excellent état, 13 pouces, léger (slim), endurant et performant.
- 2 ports USB (3.0 et 2.0), un port HDMI, prise audio...
- bluetooth
- Quad core Processor 1.4 ghz
- Mémoire 4 Go 
- Windows 10
- 64 bits
- disque dur SSD 150 go
Vendu avec sa housse façon jean's
Acheté 100000frs (facture à l'appui) vends 50000frs
Tel 960370",Ordinateur portable Samsung TBE,http://www.annonces.nc/?annonce_rw=2797829,50 000 F cfp,02/08,"http://www.annonces.nc/photos.annonces.nc/20185/o_1ccnc38uuce01rsp1d951mjkg6jh.jpeg,http://www.annonces.nc/photos.annonces.nc/20185/o_1ccnc38uuogl1s60a2n14m1co7i.jpeg,http://www.annonces.nc/photos.annonces.nc/20185/o_1ccnc38uv2411ajgp4162g13chj.jpeg,http://www.annonces.nc/photos.annonces.nc/20185/o_1ccnc38uv47a1n7rc1ij011apl.jpeg,http://www.annonces.nc/photos.annonces.nc/20185/o_1ccnc38uv1ehh166m1hj41clcem2m.jpeg,http://www.annonces.nc/photos.annonces.nc/20185/o_1ccnc38uv1cab10821pkl11kq128rn.jpeg"
